field_1,序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別,﻿序號
"4013",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","11","19","56",臺中市,大里區,"0","0","0","7.0",,,"30.0",,,,,,,,,,,,,,"13.0",,,,,F01,,,"1.0",,"1.0",,,"7.0","7.0","1.0","2.0","4.0",120.701996,24.105771,"3.0","4014.0"
"4039",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","11","21","28",臺中市,南區,"0","1","0","7.0","1.0","6.0","50.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","4.0","4.0","2.0","17.0","2.0","8.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"58.0","58.0","1.0","4.0","4.0",215877.0284215,2667660.76945508,"2.0","4040.0"
"4055",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","12","0","6",臺中市,北屯區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"7.0",,"2.0",,,"82.0","82.0","1.0","13.0","4.0",120.689288,24.17149,"3.0","4056.0"
"4171",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","12","8","40",臺中市,南屯區,"0","1","0","5.0","2.0","6.0","50.0","4.0","1.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","15.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"20.0","20.0","1.0","6.0","4.0",213195.633889791,2670466.78706618,"2.0","4172.0"
"4940",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","13","17","27",臺中市,北區,"0","1","0","7.0","2.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","16.0","3.0","10.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","12.0",,"23.0","23.0","1.0","13.0","4.0",120.682561,24.15337,"2.0","4941.0"
"4962",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","13","17","55",臺中市,北屯區,"0","2","0","7.0","3.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","11.0",,"84.0","84.0","1.0","12.0","4.0",219741.751466979,2673953.20389161,"2.0","4963.0"
"5084",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","14","6","48",臺中市,大里區,"0","2","0","7.0","2.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","3.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","9.0","12.0",,"20.0","20.0","1.0","12.0","4.0",217865.100408784,2667675.08771425,"2.0","5085.0"
"5140",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","14","8","58",臺中市,大里區,"0","1","0","6.0","2.0","6.0","50.0","13.0","7.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","4.0","2.0","13.0","3.0","10.0","6.0","1.0",F01,"7.0","11.0","7.0","21.0","2.0","13.0",,"42.0","42.0","1.0","6.0","4.0",120.718842,24.085934,"2.0","5141.0"
"5165",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","14","10","12",臺中市,太平區,"0","1","0","6.0","3.0","6.0","50.0","3.0","1.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","4.0","1.0",F02,"7.0","1.0","7.0","21.0","2.0","13.0",,"51.0","51.0","1.0","12.0","4.0",221959.065225171,2670301.30630198,"2.0","5166.0"
"5191",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","14","11","13",臺中市,大安區,"0","1","0","7.0","1.0","6.0","30.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","3.0","1.0","5.0","5.0","5.0","1.0","15.0","2.0","9.0","1.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","14.0",,"20.0","20.0","1.0","12.0","4.0",208103.877797749,2693351.13233294,"2.0","5192.0"
"5308",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","14","16","20",臺中市,豐原區,"0","2","0","6.0","1.0","6.0","50.0","13.0","7.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","4.0","2.0","17.0","2.0","9.0","1.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","13.0",,"39.0","39.0","1.0","12.0","4.0",221341.095983962,2683121.7809923,"2.0","5309.0"
"5349",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","14","17","32",臺中市,南區,"0","2","0","7.0","2.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","11.0","2.0","1.0","6.0","1.0",F01,"7.0","15.0","7.0","21.0","2.0","11.0",,"4.0","4.0","1.0","12.0","4.0",214948.609604161,2669762.19531688,"2.0","5350.0"
"5669",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","15","13","37",臺中市,南區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","5.0","4.0","5.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"39.0","39.0","1.0","12.0","4.0",214800.055678639,2668627.36370082,"2.0","5670.0"
"5672",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","15","13","44",臺中市,大里區,"0","1","0","7.0","3.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","2.0","17.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"84.0","84.0","1.0","2.0","4.0",219270.355609273,2665410.13810718,"2.0","5673.0"
"5691",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","15","14","4",臺中市,東區,"0","1","0","7.0","2.0","6.0","40.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","1.0","11.0",,"36.0","36.0","1.0","2.0","4.0",218463.809530983,2669774.57805752,"2.0","5692.0"
"5742",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","15","15","36",臺中市,潭子區,"0","1","0","7.0","2.0","6.0","0.0","13.0","13.0","2.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","16.0",,"59.0","59.0","1.0","13.0","4.0",220014.005437683,2677392.34145996,"2.0","5743.0"
"5764",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","15","16","5",臺中市,沙鹿區,"0","1","0","7.0","2.0","6.0","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","3.0","4.0","3.0","2.0","9.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","13.0","4.0",206703.297813779,2680693.69717848,"2.0","5765.0"
"5796",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","15","17","30",臺中市,西區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"1.0",,,"11.0","11.0","1.0","12.0","1.0",120.663858,24.13796,"3.0","5797.0"
"5911",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","16","6","5",臺中市,龍井區,"0","2","0","3.0","1.0","6.0","50.0","13.0","9.0","1.0","4.0","4.0","6.0","6.0","1.0","1.0","9.0","4.0","5.0","1.0","11.0","2.0","7.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"4.0","4.0","1.0","6.0","4.0",207704.196737008,2675071.28699348,"2.0","5912.0"
"5985",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","16","12","24",臺中市,南屯區,"0","0","0","7.0",,,"60.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"7.0",,"1.0",,,"59.0","59.0","1.0","3.0","4.0",120.64892,24.153939,"3.0","5986.0"
"6284",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","17","8","31",臺中市,龍井區,"0","1","0","7.0","3.0","6.0","30.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","18.0","2.0","8.0","6.0","1.0",F01,"7.0","15.0","7.0","21.0","9.0","12.0",,"6.0","6.0","1.0","13.0","4.0",203802.434410552,2676529.32010515,"2.0","6285.0"
"6539",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","17","18","38",臺中市,清水區,"0","1","0","7.0","3.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","4.0","5.0","2.0","17.0","2.0","8.0","6.0","1.0",F01,"7.0","1.0","7.0","21.0","2.0","12.0",,"51.0","51.0","1.0","2.0","4.0",206565.533700879,2684255.85092456,"2.0","6540.0"
"6543",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","17","18","47",臺中市,太平區,"0","0","0","7.0","1.0","6.0","30.0",,,,,,,,,,,,,,"16.0",,,,,F01,,,"7.0",,"2.0","14.0","12.0","48.0","48.0","1.0","12.0","4.0",120.726625,24.14567,"3.0","6544.0"
"6588",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","17","20","38",臺中市,大里區,"0","1","0","7.0","1.0","6.0","30.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","16.0","2.0","9.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"11.0","11.0","1.0","4.0","4.0",217791.968175524,2666980.84745291,"2.0","6589.0"
"6670",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","18","8","1",臺中市,南區,"0","2","0","7.0","3.0","6.0","50.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","4.0","2.0","12.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"59.0","59.0","1.0","5.0","4.0",214683.632748283,2668161.16884445,"2.0","6671.0"
"6768",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","18","12","7",臺中市,霧峰區,"0","0","0","7.0",,,"30.0",,,,,,,,,,,,,,"15.0",,,,,F01,,,"7.0",,"2.0",,,"13.0","13.0","1.0","6.0","4.0",120.696604,24.068601,"3.0","6769.0"
"6820",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","18","15","11",臺中市,北屯區,"0","1","0","7.0","2.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","10.0","5.0","5.0","2.0","15.0","3.0","10.0","5.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"21.0","21.0","1.0","6.0","1.0",120.687678,24.171873,"2.0","6821.0"
"6824",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","18","15","16",臺中市,南區,"0","3","0","7.0","2.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","2.0","5.0","2.0","15.0","2.0","9.0","2.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","13.0",,"21.0","21.0","1.0","13.0","4.0",216131.675504914,2667833.81926782,"2.0","6825.0"
"6871",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","18","17","4",臺中市,南屯區,"0","1","0","7.0","3.0","6.0","50.0","13.0","7.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","5.0","2.0","17.0","2.0","8.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"84.0","84.0","1.0","12.0","4.0",212942.696433536,2670946.77532969,"2.0","6872.0"
"6892",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","18","17","40",臺中市,西區,"0","1","0","7.0","2.0","6.0","0.0","13.0","21.0","2.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"87.0","87.0","1.0","12.0","4.0",216477.702547162,2670512.94991791,"2.0","6893.0"
"6932",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","18","18","30",臺中市,太平區,"0","2","0","7.0","1.0","6.0","30.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","16.0","2.0","8.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"20.0","20.0","1.0","13.0","1.0",222632.251123987,2672078.20631549,"2.0","6933.0"
"6973",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","18","20","0",臺中市,太平區,"0","2","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","8.0","1.0","1.0",F01,"7.0","5.0","7.0","21.0","2.0","12.0",,"84.0","84.0","1.0","12.0","4.0",223343.968824941,2669614.87442431,"2.0","6974.0"
"7013",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","19","0","1",臺中市,西區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"2.0",,,"84.0","84.0","1.0","13.0","4.0",120.675763,24.138754,"3.0","7014.0"
"7041",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","19","7","40",臺中市,烏日區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","4.0","5.0","5.0","2.0","17.0","2.0","8.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"8.0","8.0","1.0","6.0","4.0",210289.859734924,2667457.83301881,"2.0","7042.0"
"7113",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","19","10","14",臺中市,太平區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"1.0",,,"42.0","42.0","1.0","12.0","4.0",120.721218,24.120006,"4.0","7114.0"
"7202",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","19","14","34",臺中市,大里區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"17.0",,,,,F02,,,"1.0",,"2.0",,,"54.0","54.0","1.0","6.0","4.0",120.683747,24.114478,"3.0","7203.0"
"7212",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","19","15","22",臺中市,大里區,"0","1","0","7.0","3.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","4.0","2.0","16.0","2.0","9.0","4.0","1.0",F01,"7.0","1.0","7.0","21.0","2.0","11.0",,"51.0","51.0","1.0","13.0","4.0",219272.394742822,2665554.44103469,"2.0","7213.0"
"7293",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","19","17","54",臺中市,北屯區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"15.0",,,,,F01,,,"7.0",,"2.0",,,"85.0","85.0","1.0","12.0","4.0",120.668301,24.201304,"3.0","7294.0"
"7306",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","19","18","7",臺中市,北屯區,"0","1","0","7.0","1.0","6.0","0.0","13.0","21.0","4.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","18.0","2.0","9.0","5.0","4.0",F01,"7.0","15.0","7.0","21.0","9.0","15.0",,"82.0","82.0","1.0","12.0","4.0",220401.94303563,2674998.19080527,"2.0","7307.0"
"7339",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","19","19","5",臺中市,西區,"0","1","0","7.0","1.0","6.0","25.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","5.0","2.0","13.0","2.0","1.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","5.0","11.0",,"53.0","53.0","1.0","12.0","4.0",215150.201983122,2670776.29167106,"2.0","7340.0"
"7388",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","19","21","50",臺中市,東區,"0","2","0","7.0","1.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","9.0","4.0","4.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","15.0","7.0","21.0","2.0","14.0",,"77.0","77.0","1.0","13.0","4.0",218512.810011471,2668905.74166126,"2.0","7389.0"
"7698",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","20","17","56",臺中市,龍井區,"0","1","0","7.0","1.0","6.0","30.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","1.0","11.0",,"20.0","20.0","1.0","2.0","4.0",203731.49630732,2674555.48364399,"2.0","7699.0"
"7822",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","21","5","9",臺中市,南區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"18.0",,,,,F01,,,"7.0",,"9.0",,,"85.0","85.0","1.0","12.0","4.0",120.677709,24.125668,"4.0","7823.0"
"7824",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","21","5","40",臺中市,龍井區,"0","2","0","7.0","3.0","6.0","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","1.0","2.0","13.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","13.0",,"87.0","87.0","1.0","6.0","4.0",202292.479466259,2679645.16708266,"2.0","7825.0"
"7909",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","21","8","43",臺中市,北區,"0","1","0","7.0","3.0","9.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","5.0","4.0",F01,"7.0","6.0","7.0","21.0","2.0","15.0",,"48.0","48.0","1.0","13.0","4.0",216259.711387803,2672961.39837572,"2.0","7910.0"
"8145",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","21","17","16",臺中市,太平區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,,,,,,"85.0","85.0","1.0",,,120.721502,24.119897,"3.0","8146.0"
"8267",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","21","20","58",臺中市,西區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"1.0",,"2.0",,,"84.0","84.0","1.0","12.0","4.0",120.661699,24.150845,"3.0","8268.0"
"8388",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","22","10","7",臺中市,東區,"0","2","0","7.0","2.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","9.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","12.0","4.0",219313.844473684,2670026.11875518,"2.0","8389.0"
"8405",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","22","10","45",臺中市,后里區,"0","1","0","7.0","2.0","6.0","30.0","12.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","20.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","12.0","4.0",223649.131404427,2690408.68561383,"2.0","8406.0"
"8424",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","22","11","20",臺中市,太平區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"1.0",,,"84.0","84.0","1.0","12.0","4.0",120.705745,24.161645,"3.0","8425.0"
"8445",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","22","12","10",臺中市,豐原區,"0","1","0","7.0","1.0","6.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","5.0","1.0","18.0","2.0","9.0","1.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","13.0","4.0",221127.923354209,2682656.39037406,"2.0","8446.0"
"8566",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","22","17","10",臺中市,南區,"0","2","0","7.0","1.0","8.0","50.0","13.0","13.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","4.0","5.0","2.0","12.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0","14.0","7.0","7.0","1.0","12.0","4.0",214677.890563719,2668592.22568731,"2.0","8567.0"
"8593",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","22","17","54",臺中市,大里區,"0","1","0","7.0","3.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","5.0","4.0","4.0","1.0","16.0","2.0","8.0","5.0","4.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"11.0","11.0","1.0","13.0","4.0",216974.48632684,2666477.80596477,"2.0","8594.0"
"8625",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","22","19","26",臺中市,潭子區,"0","1","0","7.0","1.0","6.0","30.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","27.0","2.0","9.0","6.0","1.0",F02,"7.0","9.0","7.0","21.0","4.0","16.0",,"84.0","84.0","1.0","13.0","4.0",216539.15115227,2677619.6161882,"2.0","8626.0"
"8722",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","23","8","55",臺中市,北區,"0","2","0","7.0","2.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","4.0","5.0","2.0","17.0","2.0","9.0","5.0","1.0",F02,"7.0","6.0","7.0","21.0","2.0","14.0",,"23.0","23.0","1.0","13.0","4.0",218208.681172879,2671542.50714153,"2.0","8723.0"
"8739",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","23","9","49",臺中市,東區,"0","1","0","7.0","2.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"20.0","20.0","1.0","12.0","4.0",220185.56974421,2670118.29435899,"2.0","8740.0"
"8765",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","23","11","22",臺中市,西屯區,"0","1","0","7.0","2.0","6.0","30.0","3.0","2.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","5.0","4.0",F01,"7.0","6.0","7.0","21.0","1.0","11.0",,"84.0","84.0","1.0","13.0","4.0",215331.700808755,2673189.34146262,"2.0","8766.0"
"8814",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","23","14","17",臺中市,霧峰區,"0","1","0","7.0","2.0","6.0","50.0","13.0","7.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","3.0","4.0","4.0","1.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","1.0","7.0","21.0","2.0","11.0",,"51.0","51.0","1.0","13.0","1.0",219113.964066448,2661073.07155922,"2.0","8815.0"
"8958",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","24","7","12",臺中市,豐原區,"0","1","0","6.0","2.0","6.0","30.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","12.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"8.0","8.0","1.0","13.0","4.0",220378.970939742,2682049.24277441,"2.0","8959.0"
"9125",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","24","13","38",臺中市,大里區,"0","1","0","7.0","2.0","6.0","50.0","11.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","2.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","12.0","7.0","21.0","2.0","12.0",,"84.0","84.0","1.0","13.0","4.0",219002.081209927,2664394.58708366,"2.0","9126.0"
"9129",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","24","14","0",臺中市,大雅區,"0","1","0","7.0","1.0","6.0","0.0","13.0","14.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","1.0","17.0","2.0","9.0","5.0","4.0",F01,"7.0","14.0","7.0","21.0","2.0","14.0",,"54.0","54.0","1.0","13.0","4.0",214183.956517025,2679913.06345413,"2.0","9130.0"
"9130",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","24","14","0",臺中市,大甲區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"1.0",,"2.0",,,"59.0","59.0","1.0","6.0","4.0",120.622329,24.34251,"4.0","9131.0"
"9161",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","24","15","11",臺中市,豐原區,"0","1","0","7.0","2.0","6.0","50.0","13.0","7.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","4.0","2.0","12.0","2.0","9.0","1.0","1.0",F01,"7.0","1.0","7.0","21.0","2.0","14.0",,"84.0","84.0","1.0","12.0","4.0",221519.400460284,2683119.64928453,"2.0","9162.0"
"9186",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","24","16","20",臺中市,大里區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","8.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","13.0","4.0",218979.688220449,2665132.00914682,"2.0","9187.0"
"9207",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","24","17","4",臺中市,太平區,"0","2","0","7.0","3.0","6.0","50.0","5.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","3.0","4.0",220831.292685644,2670927.42973517,"2.0","9208.0"
"9258",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","24","17","53",臺中市,西區,"0","1","0","7.0","2.0","6.0","25.0","5.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"7.0","7.0","1.0","4.0","4.0",216303.053472856,2669721.60346151,"2.0","9259.0"
"9376",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","25","6","40",臺中市,東區,"1","1","0","7.0","3.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","5.0","2.0","12.0","1.0","9.0","4.0","1.0",F01,"7.0","8.0","7.0","21.0","2.0","14.0",,"40.0","40.0","1.0","13.0","4.0",120.696503,24.142783,"1.0","9377.0"
